 tweet_id retweet_status
931 676098748976615425 "No data"
932 674269164442398721 "No data"
933 674638615994089473 "No data"
934 879376492567855104 False
935 843981021012017153 False
936 686003207160610816 "No data"
937 673583129559498752 "No data"
938 678755239630127104 "No data"
939 857263160327368704 False
940 711652651650457602 "No data"
941 667549055577362432 "No data"
942 775350846108426240 False
943 673688752737402881 "No data"
944 670764103623966721 "No data"
945 800018252395122689 False
946 679828447187857408 "No data"
947 800141422401830912 False
948 694342028726001664 "No data"
949 675113801096802304 "No data"
950 709225125749587968 "No data"
951 701889187134500865 "No data"
952 816062466425819140 True
953 672475084225949696 "No data"
954 714485234495041536 "No data"
955 780192070812196864 False
956 746790600704425984 "No data"
957 750056684286914561 "No data"
958 680934982542561280 "No data"
959 813142292504645637 False
960 687399393394311168 "No data"
961 815745968457060357 True
962 668587383441514497 "No data"
963 782021823840026624 True
964 667502640335572993 "No data"
965 666353288456101888 "No data"
966 696488710901260288 "No data"
967 672264251789176834 "No data"
968 741067306818797568 "No data"
969 699072405256409088 "No data"
970 866816280283807744 "No data"
971 880872448815771648 False
972 727644517743104000 "No data"
973 801285448605831168 False
974 746872823977771008 "No data"
975 674410619106390016 "No data"
976 675372240448454658 "No data"
977 800388270626521089 False
978 689557536375177216 "No data"
979 772117678702071809 False
980 698635131305795584 "No data"
981 817171292965273600 False
982 759099523532779520 False
983 834458053273591808 False
984 757393109802180609 "No data"
985 821886076407029760 False
986 706516534877929472 "No data"
987 772152991789019136 False
988 718971898235854848 "No data"
989 683857920510050305 "No data"
990 780931614150983680 False
991 793210959003287553 False
992 671789708968640512 "No data"
993 679530280114372609 "No data"
994 694905863685980160 "No data"
995 692530551048294401 "No data"
996 670804601705242624 "No data"
997 667937095915278337 "No data"
998 761334018830917632 False
999 668623201287675904 "No data"
1000 811647686436880384 False
1001 703631701117943808 "No data"
1002 809448704142938112 False
1003 831650051525054464 False
1004 833479644947025920 False
1005 879008229531029506 False
1006 792050063153438720 False
1007 742528092657332225 "No data"
1008 710844581445812225 "No data"
1009 764259802650378240 False
1010 765222098633691136 False
1011 710140971284037632 "No data"
1012 700518061187723268 "No data"
1013 669661792646373376 "No data"
1014 677547928504967168 "No data"
1015 690015576308211712 "No data"
1016 734787690684657664 "No data"
1017 786051337297522688 False
1018 767122157629476866 False
1019 818614493328580609 False
1020 681981167097122816 "No data"
1021 669749430875258880 "No data"
1022 860184849394610176 False
1023 716439118184652801 "No data"
1024 673355879178194945 "No data"
1025 669573570759163904 "No data"
1026 675706639471788032 "No data"
1027 745712589599014916 "No data"
1028 773191612633579521 False
1029 667902449697558528 "No data"
1030 716791146589110272 "No data"
1031 692894228850999298 "No data"
1032 860924035999428608 True
1033 699779630832685056 "No data"
1034 682662431982772225 "No data"
1035 690607260360429569 "No data"
1036 850333567704068097 False
1037 788039637453406209 False
1038 766313316352462849 False
1039 667885044254572545 "No data"
1040 706904523814649856 "No data"
1041 798665375516884993 True
1042 672828477930868736 "No data"
1043 742423170473463808 "No data"
1044 699691744225525762 "No data"
1045 793845145112371200 False
1046 889880896479866881 False
1047 682303737705140231 "No data"
1048 759047813560868866 False
1049 796149749086875649 False
1050 829011960981237760 False
1051 667550882905632768 "No data"
1052 672160042234327040 "No data"
1053 827199976799354881 False
1054 682750546109968385 "No data"
1055 676821958043033607 "No data"
1056 730196704625098752 "No data"
1057 795076730285391872 False
1058 749036806121881602 "No data"
1059 667832474953625600 "No data"
1060 838916489579200512 True
1061 832636094638288896 False
1062 836260088725786625 False
1063 740365076218183684 "No data"
1064 693622659251335168 "No data"
1065 684122891630342144 "No data"
1066 704054845121142784 "No data"
1067 695767669421768709 "No data"
1068 874012996292530176 False
1069 686286779679375361 "No data"
1070 689154315265683456 "No data"
1071 819952236453363712 False
1072 791312159183634433 False
1073 687096057537363968 "No data"
